# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,
# COLUMN sy_gaiamag:     Gaia Magnitude,,,,,,,,
#,,,,,,,,
pl_name,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_gaiamag
Kepler-696 b,4.19042557,,5903,1.08,1.06,4.39,1416.44,15.2389
Kepler-697 b,3.70987065,,5513,0.88,0.92,4.52,1277.33,15.5462
Kepler-698 b,16.32976218,,5612,0.91,0.94,4.5,1995.57,15.432
Kepler-7 b,4.8854892,140.16303,5933,1.97,1.36,3.98,922.562,12.8649
Kepler-700 b,80.8720639,,5692,0.96,0.98,4.47,1491.76,15.1916
Kepler-701 b,10.35533177,,5343,0.84,0.88,4.54,774.152,14.9683
Kepler-702 b,10.52629406,,5419,0.86,0.9,4.53,992.071,15.3098
Kepler-703 b,4.58352176,,6185,1.27,1.18,4.29,1156.83,15.2533
Kepler-704 b,3.76182115,,5616,0.96,0.97,4.46,1228.83,15.2487
Kepler-705 b,56.0560538,,3722,0.51,0.53,4.75,276.881,15.8521
Kepler-706 b,41.40831347,,5394,0.84,0.87,4.54,886.667,15.1663
Kepler-707 b,2.23749275,,5099,0.76,0.8,4.58,591.776,14.9969
Kepler-708 b,3.16789194,,5692,0.96,0.97,4.47,1394.22,15.5076
Kepler-709 b,16.08524954,,5071,0.77,0.8,4.58,664.843,15.1971
Kepler-710 b,4.34728553,,5611,0.91,0.94,4.5,1448.34,15.0109
Kepler-711 b,23.58914398,,5222,0.8,0.84,4.56,624.575,15.3293
Kepler-712 b,21.02247699,,5148,0.78,0.84,4.58,872.493,15.8543
Kepler-712 c,226.89047,,5148,0.78,0.84,4.58,872.493,15.8543
Kepler-713 b,7.411141,,5785,0.99,0.98,4.44,1089.87,15.0191
Kepler-714 b,8.09888799,,5995,1.12,1.09,4.37,2083.37,15.2407
Kepler-715 b,10.00652995,,5871,1.04,1.04,4.42,1327.44,15.0333
Kepler-716 b,10.37168453,,5099,0.78,0.83,4.58,635.009,15.1555
Kepler-716 c,3.96999,,5012,0.74,0.83,4.62,635.009,15.1555
Kepler-717 b,4.40840023,,5485,0.85,0.88,4.53,2805.48,15.6239
Kepler-718 b,2.0523499,,6191,1.3,1.18,4.28,1302.33,15.2456
Kepler-719 b,5.00731778,,5777,0.98,0.99,4.45,2497.51,15.9037
Kepler-720 b,4.70832654,,5618,0.92,0.95,4.49,1065.37,15.1635
Kepler-721 b,5.39202539,,5075,0.78,0.82,4.58,926.598,15.6428
Kepler-722 b,4.09357325,,5863,1.05,1.03,4.41,1239.5,15.3733
Kepler-722 c,105.144749,,5863,1.05,1.03,4.41,1239.5,15.3733
Kepler-723 b,4.08227507,,5539,0.89,0.92,4.51,1071.8,15.201
Kepler-724 b,3.31494634,,5437,0.86,0.9,4.53,853.119,15.1206
Kepler-725 b,39.64317811,,5363,0.84,0.88,4.54,758.469,14.9929
Kepler-726 b,21.80451088,,5452,0.85,0.88,4.53,762.081,15.035
Kepler-727 b,5.15448442,,5441,0.86,0.89,4.53,831.842,15.352
Kepler-728 b,5.74347727,,5660,0.93,0.95,4.49,1765.23,15.5249
Kepler-729 b,3.16635371,,5633,0.91,0.94,4.5,1921.15,15.5472
Kepler-730 b,6.49168281,,5620,1.41,1.05,4.16,1935.04,15.6113
Kepler-730 c,2.85188338,,5620,1.41,1.05,4.16,1935.04,15.6113
Kepler-731 b,3.85560355,,5849,1.06,1.03,4.41,1257.16,15.2848
Kepler-732 b,9.46781405,,3631,0.46,0.49,4.79,174.826,15.0519
Kepler-732 c,0.89304124,,3631,0.46,0.49,4.79,174.826,15.0519
Kepler-733 b,20.83424726,,5418,0.86,0.9,4.53,916.706,15.3954
Kepler-734 b,6.10485286,,5326,0.78,0.85,4.59,1157.21,14.4119
Kepler-735 b,11.51516988,,5107,0.8,0.85,4.57,695.059,15.3849
Kepler-736 b,3.60147201,,5217,0.81,0.86,4.56,1005.43,15.7425
Kepler-737 b,28.59915399,,3813,0.48,0.51,4.77,205.118,15.1457
Kepler-738 b,24.58721573,,5327,0.82,0.86,4.55,1113.65,15.5908
Kepler-739 b,12.53248465,,5601,0.9,0.93,4.51,1370.65,15.4527
Kepler-74 b,7.340711,200.22,6000,1.12,1.18,4.44,1177.55,14.3652
Kepler-740 b,3.58410122,,5438,0.87,0.91,4.52,1442.02,15.9235
Kepler-741 b,7.03902374,,6129,1.24,1.16,4.31,1661.87,15.0455
Kepler-742 b,8.36086824,,4642,0.71,0.76,4.62,489.253,15.1722
Kepler-743 b,3.17926292,,5486,0.85,0.94,4.55,278.987,12.5411
Kepler-744 b,12.06222443,,5594,0.93,0.94,4.48,449.964,13.5843
Kepler-745 b,9.93143556,,5849,1.04,1.04,4.42,1780.38,15.1634
Kepler-746 b,3.48159251,,5418,0.93,0.91,4.46,,13.6111
Kepler-747 b,35.61760587,,5096,0.78,0.82,4.58,3347.16,15.7244
Kepler-748 b,7.40742793,,5934,1.1,1.07,4.38,1705.99,15.2186
Kepler-749 b,17.31716585,,5009,0.75,0.79,4.59,721.027,15.7728
Kepler-75 b,8.8849116,3209.9,5200,0.89,0.91,4.5,835.356,15.1789
Kepler-750 b,9.42887179,,6160,1.23,1.15,4.32,1296.02,14.467
Kepler-750 c,4.08899022,,6160,1.23,1.15,4.32,1296.02,14.467
Kepler-751 b,17.44490636,,5387,0.84,0.87,4.54,760.43,14.98
Kepler-752 b,18.82747265,,5373,0.83,0.87,4.54,1232.29,15.7185
Kepler-753 b,5.74772501,,4346,0.65,0.68,4.65,274.767,14.4746
Kepler-754 b,14.5596237,,5935,1.08,1.06,4.39,1770.27,15.1258
Kepler-755 b,1.26909037,,5043,0.77,0.82,4.58,399.034,14.0242
Kepler-755 c,2.85313364,,5043,0.77,0.82,4.58,399.034,14.0242
Kepler-756 b,1.22486632,,5282,0.79,0.82,4.57,,15.3912
Kepler-757 b,1.02267882,,6014,1.13,1.08,4.37,1068.68,14.7637
Kepler-758 b,12.1097104,,6228,1.42,1.16,4.19,1502.32,14.3267
Kepler-758 c,4.75793986,,6228,1.42,1.16,4.19,1502.32,14.3267
Kepler-758 d,20.4966197,,6228,1.42,1.16,4.19,1502.32,14.3267
Kepler-758 e,8.1934719,,6228,1.42,1.16,4.19,1502.32,14.3267
Kepler-759 b,41.805985,,5860,1.04,1.04,4.42,1073.48,14.7869
Kepler-76 b,1.5449298,638.8383,6409,1.32,1.2,4.2,822.96,13.2755
Kepler-760 b,8.70419416,,5322,0.85,0.89,4.54,792.336,15.0731
Kepler-760 c,2.46697439,,5322,0.85,0.89,4.54,792.336,15.0731
Kepler-761 b,10.12804789,,5706,0.93,0.95,4.48,830.707,14.7087
Kepler-762 b,3.7705521,,5944,1.08,1.06,4.4,1898.26,15.4266
Kepler-763 b,1.19655156,,5166,0.8,0.84,4.57,962.459,15.6824
Kepler-763 c,4.09667624,,4999,0.84,0.8,4.49,962.459,15.6824
Kepler-763 d,6.50327035,,4999,0.84,0.8,4.49,962.459,15.6824
Kepler-764 b,7.33683936,,5557,0.89,0.92,4.51,1047.84,15.3002
Kepler-765 b,27.6655226,,5901,1.06,1.05,4.41,1076.28,14.5996
Kepler-766 b,6.10027804,,5992,1.15,1.1,4.36,2297.62,15.648
Kepler-767 b,161.5280101,,5694,0.94,0.96,4.48,2251.03,15.4176
Kepler-768 b,11.3910025,,5108,0.78,0.82,4.58,784.56,15.7232
Kepler-769 b,7.42608998,,6186,1.28,1.19,4.3,1169.57,14.7604
Kepler-769 c,15.9870174,,6186,1.28,1.19,4.3,1169.57,14.7604
Kepler-77 b,3.57878087,136.661,5520,0.99,0.95,4.42,639.411,13.9172
Kepler-770 b,18.92540274,,5598,0.92,0.94,4.49,930.457,14.5966
Kepler-770 c,1.47532231,,5598,0.92,0.94,4.49,930.457,14.5966
Kepler-770 d,4.15244722,,5598,0.92,0.94,4.49,930.457,14.5966
Kepler-771 b,8.73485836,,5906,1.05,1.03,4.42,1393.85,14.7461
Kepler-772 b,12.99207337,,5714,1.11,0.98,4.33,1130.21,13.9556
Kepler-773 b,3.74910006,,5850,1.01,1.04,4.45,547.026,13.2797
Kepler-774 b,11.0895723,,6403,2.42,1.57,3.87,917.804,12.7699
Kepler-775 b,0.97486893,,5468,0.84,0.92,4.56,398.676,13.4673
Kepler-776 b,4.89718784,,5071,0.78,0.83,4.58,727.904,15.42
Kepler-777 b,5.72812599,,4043,0.56,0.58,4.71,443.106,15.9397
Kepler-778 b,3.75574426,,5102,0.77,0.81,4.58,938.168,15.7514
Kepler-779 b,7.09714223,,3804,0.44,0.46,4.81,283.155,15.6335
Kepler-78 b,0.35500745,1.68,5058,0.75,0.78,,124.376,11.5287
Kepler-780 b,0.67737516,,5769,1.02,1.01,4.42,557.652,13.3393
Kepler-781 b,13.2140732,,5162,0.78,0.81,4.58,1064.47,15.9511
Kepler-782 b,158.6853308,,5867,1.01,0.98,4.42,446.844,12.7304
Kepler-783 b,4.29264638,,5521,0.89,0.93,4.51,516.09,13.9378
Kepler-783 c,7.05395,,5411.49,0.87,0.94,4.53,516.09,13.9378
Kepler-784 b,31.5922646,,5674,1.32,1,4.19,1303.72,13.2634
Kepler-784 c,17.157236,,5676,1.49,1.02,4.1,1303.72,13.2634
Kepler-785 b,1.97376093,,4739,0.71,0.77,4.62,642.051,15.7615
Kepler-786 b,53.5293487,,4838,0.74,0.81,4.61,485.318,14.9463
Kepler-787 b,0.9283105,,4248,0.62,0.65,4.67,503.568,15.8612
Kepler-788 b,8.39846269,,6159,1.23,1.16,4.32,1775.8,15.2595
Kepler-789 b,8.63847725,,5870,1.02,1.01,4.42,1480.16,14.5085
Kepler-79 b,13.4845,10.9,6174,1.3,1.17,4.27,1020.72,13.8825
Kepler-79 c,27.4029,5.9,6174,1.3,1.17,4.27,1020.72,13.8825
Kepler-79 d,52.0902,6,6174,1.3,1.17,4.27,1020.72,13.8825
Kepler-79 e,81.0659,4.1,6174,1.3,1.17,4.27,1020.72,13.8825
Kepler-790 b,13.73469807,,5208,0.8,0.84,4.56,703.168,15.1947
Kepler-791 b,14.5539759,,6383,1.47,1.3,4.21,1266.34,14.3687
Kepler-792 b,11.30119217,,5971,1.12,1.09,4.38,1425.47,14.976
Kepler-793 b,4.24153639,,5745,0.97,0.98,4.46,985.699,14.601
Kepler-794 b,11.13125132,,5839,1.38,1.19,4.23,931.192,13.442
Kepler-795 b,29.6193421,,5631,0.96,0.94,4.45,492.122,13.3107
Kepler-796 b,6.40087618,,5475,1.09,0.93,4.33,817.584,12.9866
Kepler-797 b,27.07237711,,5680,0.95,0.96,4.47,1315.26,14.5416
Kepler-798 b,13.71933369,,6224,1.29,1.19,4.29,972.274,14.1648
Kepler-799 b,133.4605235,,5681,0.93,0.95,4.49,,
Kepler-799 c,15.19419956,,5588,1.59,1.03,4.05,,
Kepler-8 b,3.5224991,187.5197,6213,1.49,1.21,4.17,1021.87,13.5299
Kepler-80 b,7.05246,6.93,4540,0.68,0.73,4.64,369.451,14.7555
Kepler-80 c,9.52355,6.74,4540,0.68,0.73,4.64,369.451,14.7555
Kepler-80 d,3.07222,6.75,4540,0.68,0.73,4.64,369.451,14.7555
Kepler-80 e,4.64489,4.13,4540,0.68,0.73,4.64,369.451,14.7555
Kepler-80 f,0.9867873,,4540,0.68,0.73,4.64,369.451,14.7555
Kepler-80 g,14.64558,,4540,0.68,0.83,4.64,369.451,14.7555
Kepler-800 b,14.13176026,,5315,0.82,0.85,4.55,1019.26,15.7477
Kepler-801 b,11.41928253,,4435,0.63,0.67,4.66,440.426,15.2759
Kepler-802 b,40.0587473,,5507,0.9,0.93,4.5,780.585,14.8111
Kepler-803 b,50.28638192,,5919,1.12,1.05,4.36,639.771,13.63
Kepler-804 b,14.37457351,,5817,1.05,1.01,4.4,649.65,13.7361
Kepler-804 c,9.65185017,,5817,1.05,1.01,4.4,649.65,13.7361
Kepler-805 b,30.8638931,,6112,1.65,1.19,4.08,638.49,12.5048
Kepler-806 b,8.09219642,,5770,1.16,0.99,4.3,361.896,11.5909
Kepler-807 b,117.9310878,,5965,1.06,1.04,4.41,1492.95,15.0693
Kepler-808 b,0.63133235,,4653,0.71,0.76,4.62,,14.3539
Kepler-809 b,55.63934,,5734,0.98,0.99,4.45,961.405,14.6798
Kepler-81 b,5.955,,,0.59,0.64,4.7,348.291,15.004
Kepler-81 c,12.04,,,0.59,0.64,4.7,348.291,15.004
Kepler-81 d,20.837846,,4500,0.59,,4.7,348.291,15.004
Kepler-810 b,4.59725385,,5803,1.04,1.03,4.42,1458.59,15.7606
Kepler-811 b,23.58447697,,5747,1.24,1.01,4.25,985.041,13.9578
Kepler-812 b,10.11716531,,6761,1.71,1.45,4.13,1482.74,13.7493
Kepler-813 b,19.12947337,,5743,0.93,0.95,4.48,,14.5352
Kepler-814 b,6.1469851,,6162,1.22,1.15,4.33,2055.77,14.6655
Kepler-815 b,8.57503552,,5028,3.42,1.25,3.46,1259.28,13.2306
Kepler-816 b,10.50682565,,5286,0.85,0.9,4.54,983.697,15.9357
Kepler-817 b,3.99010623,,5861,1.03,1.03,4.42,1484.46,15.5969
Kepler-818 b,10.03538581,,5638,0.92,0.94,4.49,925.037,15.0569
Kepler-819 b,33.1995648,,5279,0.81,0.86,4.55,664.306,15.0662
Kepler-82 b,26.44,12.15,,0.9,0.91,,904.326,15.1377
Kepler-82 c,51.54,13.9,,0.9,0.91,,904.326,15.1377
Kepler-82 d,2.382961,,5428,0.94,,4.47,904.326,15.1377
Kepler-82 e,5.902206,,5428,0.94,,4.47,904.326,15.1377
Kepler-82 f,75.732,20.9,,0.9,0.91,,904.326,15.1377
Kepler-820 b,127.8338098,,6260,1.36,1.23,4.25,1387.2,13.9436
Kepler-821 b,1.92279873,,5191,0.8,0.84,4.56,614.571,14.8177
Kepler-822 b,3.22296927,,5928,1.08,1.06,4.4,860.391,14.5966
Kepler-823 b,4.16809082,,5643,0.96,0.98,4.47,1389.27,14.7625
Kepler-824 b,4.51436633,,6035,1.22,1.15,4.32,1201.4,14.8825
Kepler-825 b,3.77360059,,5976,1.08,1.03,4.39,807.85,14.1453
Kepler-825 c,8.1818246,,5976,1.08,1.03,4.39,807.85,14.1453
Kepler-826 b,4.48758907,,6079,1.15,1.05,4.34,779.596,13.4122
Kepler-827 b,51.92927591,,5602,0.91,0.93,4.5,2046.68,15.8616
Kepler-828 b,0.56785714,,5039,0.77,0.81,4.58,575.322,15.0441
Kepler-829 b,6.88337562,,5698,0.97,0.98,4.46,1073.76,14.9206
Kepler-83 b,9.77,,,0.61,0.66,4.69,400.409,15.7832
Kepler-83 c,20.09,,,0.61,0.66,4.69,400.409,15.7832
Kepler-83 d,5.169796,,4648,0.59,,4.72,400.409,15.7832
Kepler-830 b,11.29695137,,6037,1.11,1.07,4.38,,14.7886
Kepler-831 b,5.62153941,,5732,0.97,0.99,4.46,593.54,13.6311
Kepler-832 b,7.1396941,,5596,0.9,0.92,4.5,1688.12,15.8594
Kepler-833 b,18.7546998,,4339,0.62,0.64,4.67,467.37,15.4686
Kepler-834 b,13.32388301,,4554,0.66,0.7,4.64,633.937,15.9285
Kepler-835 b,11.41909375,,5954,1.11,1.08,4.38,2406.33,15.8901
Kepler-836 b,11.36112327,,5895,1.04,1.03,4.41,980.035,14.5873
Kepler-837 b,16.56059504,,5403,0.81,0.85,4.56,901.907,15.229
Kepler-838 b,15.74957994,,5770,0.96,0.98,4.46,1104.04,15.2295
Kepler-839 b,37.8144514,,6058,1.31,1.22,4.29,944.561,13.5633
Kepler-84 b,8.726,,,1.43,1,4.13,1023.9,14.7902
Kepler-84 c,12.883,,,1.43,1,4.13,1023.9,14.7902
Kepler-84 d,4.224537,,6031,1.17,,4.32,1023.9,14.7902
Kepler-84 e,27.434389,,6031,1.17,,4.32,1023.9,14.7902
Kepler-84 f,44.552169,,6031,1.17,,4.32,1023.9,14.7902
Kepler-841 b,124.4198398,,5324,0.81,0.85,4.56,998.961,15.7442
Kepler-842 b,1.21956827,,4848,0.73,0.78,4.6,532.726,15.1296
Kepler-843 b,2.05387982,,5830,1.03,1.02,4.42,1165.66,15.2481
Kepler-844 b,2.61302086,,4128,0.57,0.59,4.7,431.776,15.7957
Kepler-845 b,0.92785982,,4913,0.75,0.79,4.59,431.051,14.6386
Kepler-846 b,19.80792185,,5579,0.91,0.94,4.5,1127.12,15.6041
Kepler-847 b,2.3432319,,4940,0.77,0.83,4.58,513.103,14.7799
Kepler-848 b,6.91134416,,5695,1.2,1.01,4.28,1378.47,14.0105
Kepler-849 b,394.6244904,,6059,1.64,1.23,4.1,822.134,12.8358
Kepler-85 b,8.306,,,1.24,0.92,4.22,765.025,14.766
Kepler-85 c,12.513,,,1.24,0.92,4.22,765.025,14.766
Kepler-85 d,17.91323,,5436,0.89,,4.49,765.025,14.766
Kepler-85 e,25.216751,,5436,0.89,,4.49,765.025,14.766
Kepler-850 b,7.19303878,,5932,1.09,1.06,4.39,1661.28,15.4272
Kepler-851 b,8.50699658,,5455,0.85,0.89,4.53,839.255,15.1081
Kepler-852 b,44.9309804,,6100,1.16,1.19,4.38,1619.03,13.9066
Kepler-853 b,7.16892463,,6350,1.55,1.3,4.17,568.676,12.2485
Kepler-855 b,7.8866311,,5835,1.03,1.03,4.42,1506.58,15.0191
Kepler-856 b,8.02768059,,5535,0.93,0.96,4.49,1351.17,15.557
Kepler-857 b,85.35129427,,5773,0.99,0.99,4.45,983.502,15.0638
Kepler-858 b,76.13602028,,5653,0.91,0.96,4.5,298.532,12.411
Kepler-859 b,20.38177573,,5020,0.77,0.81,4.59,839.903,15.8805
Kepler-860 b,5.10137945,,5836,1.06,1.04,4.4,1056.36,15.4033
Kepler-861 b,3.94963138,,5047,0.78,0.82,4.58,850.327,15.5958
Kepler-862 b,3.14866453,,5333,0.84,0.88,4.54,1039.03,15.3031
Kepler-863 b,15.59461874,,5678,0.95,0.96,4.46,1499.66,15.4464
Kepler-864 b,5.83376092,,5754,1,1,4.44,2022.9,15.7816
Kepler-864 c,2.42150341,,6213,1.2,1.27,4.39,2022.9,15.7816
Kepler-865 b,14.16399294,,5570,0.92,0.93,4.49,586.137,14.5036
Kepler-865 c,6.20920207,,5440,0.89,0.78,4.44,586.137,14.5036
Kepler-866 b,2.61703254,,4751,0.71,0.75,4.62,646.667,15.7966
Kepler-867 b,150.242127,,5541,0.91,0.92,4.49,1195.54,14.8849
Kepler-868 b,5.03251791,,5614,0.89,0.93,4.51,1593.13,15.6177
Kepler-869 b,40.4287755,,5664,0.95,0.97,4.47,939.455,14.9685
Kepler-87 b,114.73635,324.2,5600,1.82,1.1,3.96,1232.9,14.5869
Kepler-87 c,191.2318,6.4,5600,1.82,1.1,3.96,1232.9,14.5869
Kepler-870 b,21.3587621,,5857,1.02,1.01,4.43,1259.46,15.2216
Kepler-871 b,22.0459018,,5993,1.14,1.11,4.37,1976.05,15.6422
Kepler-872 b,2.57885507,,5902,1.08,1.05,4.4,879.683,15.0714
Kepler-873 b,20.5533844,,6163,1.27,1.18,4.29,1182.22,14.7952
Kepler-874 b,40.0686727,,6020,1.13,1.09,4.37,1082.16,14.6941
Kepler-875 b,27.5073799,,5958,1.11,1.06,4.38,1242.62,15.2096
Kepler-876 b,5.14438011,,5060,0.77,0.81,4.58,820.913,15.3301
Kepler-877 b,18.45847097,,5261,0.81,0.85,4.56,602.176,14.5228
Kepler-878 b,25.9422033,,5044,0.77,0.81,4.58,791.625,14.7898
Kepler-879 b,33.3855938,,5792,1.02,1.02,4.42,802.672,14.2377
Kepler-88 d,1403,965.147,5466,0.9,0.99,,376.863,13.1048
Kepler-880 b,7.71468975,,6761,1.74,1.46,4.12,601.324,11.9642
Kepler-880 c,11.8061737,,6900,2.6,1.71,3.84,601.324,11.9642
Kepler-881 b,4.44448017,,5961,1.09,1.06,4.39,1375.18,15.1765
Kepler-882 b,3.98953967,,5476,0.87,0.9,4.52,504.605,14.0774
Kepler-883 b,12.98495573,,6116,1.09,1.06,4.4,627.455,13.0069
Kepler-884 b,5.69919514,,5715,0.94,1,4.49,476.733,13.0469
Kepler-885 b,18.11472949,,6187,1.35,1.21,4.26,651.318,12.7877
Kepler-886 b,6.24146367,,6098,1.16,1.1,4.35,711.297,13.8936
Kepler-887 b,20.42228798,,6194,1.29,1.19,4.29,886.588,13.4496
Kepler-887 c,7.63846023,,6194,1.29,1.19,4.29,886.588,13.4496
Kepler-888 b,70.6979061,,5875,0.9,0.97,4.52,420.817,12.9814
Kepler-889 b,3.744439,,5961,1.25,1.14,4.3,598.313,12.6802
Kepler-890 b,52.75875577,,5954,1.13,1.09,4.37,1712.12,15.1361
Kepler-891 b,53.44945593,,5887,1.07,1.06,4.41,2340.58,15.273
Kepler-892 b,13.7521072,,4747,0.72,0.75,4.61,570.727,15.5902
Kepler-893 b,6.33855761,,5820,0.99,1,4.45,1285.59,15.1735
Kepler-894 b,9.803224,,5603,0.85,0.87,4.53,1162.91,15.4056
Kepler-895 b,2.80624233,,4315,0.61,0.65,4.67,540.134,15.9804
Kepler-896 b,144.547396,,5262,0.81,0.84,4.56,2334.93,15.4307
Kepler-896 c,29.5422566,,5510,0.8,0.88,4.57,2334.93,15.4307
Kepler-897 b,8.0472642,,5839,1.04,1.03,4.41,1519.25,15.0787
Kepler-898 b,5.8706191,,4223,0.62,0.65,4.66,484.891,15.9386
Kepler-899 b,19.17891293,,5595,0.91,0.93,4.49,1246.43,15.382
Kepler-9 b,19.23891,43.4,5774,0.96,1.02,4.49,628.257,13.7809
Kepler-9 c,38.9853,29.9,5774,0.96,1.02,4.49,628.257,13.7809
Kepler-9 d,1.592851,,5777,1.02,1.07,4.49,628.257,13.7809
Kepler-90 i,14.44912,,6015,1.29,1.12,4.27,848.254,13.7397
Kepler-900 b,6.9913086,,4836,0.73,0.78,4.6,487.525,14.9453
Kepler-901 b,3.51749439,,4184,0.57,0.59,4.7,253.867,14.6803
Kepler-902 b,40.1099547,,5647,0.93,0.95,4.49,1165.34,14.8583
Kepler-903 b,10.3507721,,5682,0.97,0.98,4.46,1369.24,14.615
Kepler-903 c,62.9228557,,5682,0.97,0.98,4.46,1369.24,14.615
Kepler-904 b,3.02166863,,6160,1.25,1.16,4.31,978.125,14.3921
Kepler-905 b,5.08274652,,5461,0.86,0.95,4.55,529.268,13.9504
Kepler-906 b,41.6979976,,6035,1.02,1.06,4.45,757.791,13.918
Kepler-907 b,15.86621821,,6106,1.38,1.08,4.19,,11.4623
Kepler-908 b,1.34059747,,5973,1.12,1.11,4.38,290.843,11.465
Kepler-909 b,13.93290318,,6154,1.23,1.17,4.33,309.596,11.5096
Kepler-91 b,6.24658,257.4423,4550,6.3,1.31,2.95,1294.69,12.4762
Kepler-910 b,2.36436901,,6230,1.5,1.26,4.19,400.289,11.5286
Kepler-911 b,20.310501,,6112,1.99,1.34,3.97,556.168,11.8295
Kepler-912 b,2.53475627,,5998,1.11,1.07,4.37,2004.72,15.3262
Kepler-913 b,10.29672521,,4687,0.61,0.63,4.67,991.618,15.7385
Kepler-913 c,5.93911982,,6068,1.8,1.29,4.04,991.618,15.7385
Kepler-914 b,4.40966548,,5877,1.15,1.1,4.36,753.723,13.5481
Kepler-915 b,4.59489604,,6173,1.38,1.21,4.24,849.036,13.2408
Kepler-916 b,32.2968798,,5248,0.81,0.85,4.56,830.712,15.1752
Kepler-917 b,2.97041437,,5418,0.76,0.8,4.58,3460.51,15.8533
Kepler-918 b,4.85386933,,6028,1.14,1.11,4.37,1025.03,14.9546
Kepler-919 b,11.04603384,,6113,1.21,1.15,4.33,1119.87,14.6785
Kepler-92 b,13.749,64.3,,1.7,1.21,4.05,477.992,11.7451
Kepler-92 c,26.723,6.1,,1.7,1.21,4.05,477.992,11.7451
Kepler-92 d,49.3568,,5904.34,1.82,1.07,3.95,477.992,11.7451
Kepler-920 b,6.53192704,,5403,0.85,0.89,4.54,1001.68,15.2681
Kepler-920 c,100.8274113,,5403,0.85,0.89,4.54,1001.68,15.2681
Kepler-921 b,51.300634,,5663,0.91,0.93,4.5,934.49,14.7055
Kepler-922 b,0.93846683,,5671,0.93,0.95,4.48,536.323,13.745
Kepler-923 b,6.93366476,,5988,1.26,1.11,4.28,1000.28,14.0117
Kepler-924 b,61.0370117,,6167,1.23,1.14,4.32,1053.04,14.1368
Kepler-925 b,33.8678531,,4673,0.72,0.77,4.62,611.115,15.8155
Kepler-926 b,52.0688601,,5806,1.01,1.01,4.43,921.361,14.2595
Kepler-927 b,9.1149903,,5743,0.99,0.99,4.45,831.685,14.6011
Kepler-928 b,3.9324613,,4700,0.7,0.73,4.62,508.809,15.3227
Kepler-929 b,0.92103214,,5869,1.02,1.01,4.42,1311.23,14.5038
Kepler-93 b,4.72673978,4.66,5669,0.92,0.91,,95.9115,9.86249
Kepler-93 c,1460,954,5669,0.92,0.91,4.47,95.9115,9.86249
Kepler-930 b,71.4517775,,6335,1.4,1.25,4.24,848.396,13.7625
Kepler-931 b,8.03755877,,5241,0.81,0.86,4.55,,14.488
Kepler-932 b,1.9214374,,5331,0.84,0.87,4.54,465.612,14.136
Kepler-933 b,14.20443009,,5346,0.84,0.87,4.54,1017.2,15.4379
Kepler-934 b,55.6738309,,5001,0.77,0.81,4.59,608.738,15.0341
Kepler-935 b,4.88083852,,4830,0.73,0.78,4.61,471.782,14.9002
Kepler-936 b,10.56134221,,5482,0.89,0.92,4.51,823.399,14.7886
Kepler-937 b,67.668827,,6095,1.22,1.15,4.32,1571.46,15.1944
Kepler-937 c,153.343364,,6095,1.22,1.15,4.32,1571.46,15.1944
Kepler-938 b,52.6298417,,5533,0.89,0.92,4.51,1182.05,
Kepler-939 b,14.878296,,5471,0.85,0.88,4.54,2093.62,15.5197
Kepler-94 b,2.50806,10.84,4781,0.76,0.81,4.59,191.904,12.8567
Kepler-94 c,820.3,3126,4781,0.76,0.81,4.59,191.904,12.8567
Kepler-940 b,59.6225257,,5769,0.96,0.97,4.47,1260.78,15.4975
Kepler-941 b,17.42395198,,5539,0.86,0.89,4.53,1088.36,15.5723
Kepler-942 b,44.96417488,,4861,0.75,0.81,4.59,216.354,13.0663
Kepler-943 b,49.7701438,,5612,0.91,0.93,4.5,2300.53,15.6387
Kepler-944 b,43.3167737,,5409,0.83,0.86,4.54,1349.43,15.7109
Kepler-945 b,31.0033814,,5718,0.97,0.97,4.46,1651.25,15.8596
Kepler-946 b,11.79162572,,5665,0.93,0.94,4.47,1137.29,14.9234
Kepler-947 b,26.9644317,,5508,0.87,0.9,4.52,1730.78,15.7517
Kepler-948 b,7.76846622,,5679,0.94,0.96,4.47,868.017,14.7858
Kepler-949 b,8.6893073,,5403,0.86,0.89,4.53,486.105,14.5084
Kepler-949 c,20.99757968,,5211,0.9,0.82,4.45,486.105,14.5084
Kepler-95 b,11.5231,13,5699,1.41,1.08,4.17,445.656,12.3044
Kepler-950 b,98.7180406,,5857,1.02,1.02,4.44,2161.6,15.6813
Kepler-951 b,71.52530845,,4834,0.73,0.77,4.6,382.509,14.4908
Kepler-952 b,130.3546919,,5730,0.99,1,4.45,1304.25,15.1882
Kepler-953 b,88.40655258,,5416,0.99,0.95,4.42,258.893,12.1425
